Drug Induced Liver Injury Rank (DILIrank) Dataset Ver 2.0 | FDA,,,,,,
LT03751,Midostaurin,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT00184,Mifepristone,0,No match,vLess-DILI-concern,Revised,
LT03712,Migalastat hydrochloride,0,No match,vNo-DILI-concern,New,
LT00992,Miglitol,0,No match,vNo-DILI-concern,Unchanged,
LT01126,Miglustat,0,No match,vNo-DILI-concern,Unchanged,
LT01263,Milnacipran hydrochloride,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00931,Milrinone lactate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02956,Miltefosine,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00416,Minocycline hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00587,Minoxidil,0,No match,vNo-DILI-concern,Unchanged,
LT02388,Mirabegron,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01560,Mirtazapine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00922,Misoprostol,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00588,Mitomycin,0,No match,vLess-DILI-concern,Unchanged,
LT01564,Mitotane,0,No match,vNo-DILI-concern,Unchanged,
LT01565,Mitoxantrone hydrochloride,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00950,Mivacurium chloride,0,No match,vNo-DILI-concern,Unchanged,
LT03713,Mobocertinib succinate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00589,Modafinil,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01567,Moexipril hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03714,Monomethyl fumarate,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT02007,Montelukast sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01571,Moricizine hydrochloride,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00905,Morphine sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT03715,Moxidectin,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT02008,Moxifloxacin hydrochloride,8,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01574,Moxisylyte,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01326,Muromonab-cd3,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01288,Mycophenolate mofetil,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00310,Mycophenolic sodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00910,Nabilone,0,No match,vNo-DILI-concern,Unchanged,
LT01581,Nabumetone,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01582,Nadolol,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01583,Nafcillin sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01586,Nalbuphine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03716,Naldemedine tosylate,0,No match,vNo-DILI-concern,New,
LT01587,Nalidixic acid,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01588,Nalmefene hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03717,Naloxegol oxalate,0,No match,vNo-DILI-concern,New,
LT00592,Naloxone hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00311,Naltrexone hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT02121,Nandrolone phenpropionate,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00593,Naproxen,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01007,Naratriptan hydrochloride,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01393,Natalizumab,5,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00594,Nateglinide,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01212,Nebivolol hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00124,Nefazodone hydrochloride,8,Box warning,vMost-DILI-concern,Unchanged,
LT01233,Nelarabine,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01012,Nelfinavir mesylate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00595,Neomycin sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT03582,Neratinib maleate,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00465,Nesiritide,0,No match,vNo-DILI-concern,Unchanged,
LT00260,Nevirapine,8,Box warning,vMost-DILI-concern,Unchanged,
LT00312,Niacin,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01594,Nialamide,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01595,Nicardipine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00313,Nifedipine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02164,Nifurtimox,0,No match,vNo-DILI-concern,New,
LT00607,Nilotinib hydrochloride,4,Warnings & precautions,vMost-DILI-concern,Revised,
LT01600,Nilutamide,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00314,Nimesulide,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01601,Nimodipine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03718,Nintedanib esylate,8,Warnings & precautions,vMost-DILI-concern,New,
LT01602,Niperotidine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT03719,Niraparib tosylate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00217,Nisoldipine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01184,Nitazoxanide,0,No match,vNo-DILI-concern,Unchanged,
LT01092,Nitisinone,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01854,Nitrefazole,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00125,Nitrofurantoin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01608,Nitroglycerin,0,No match,vNo-DILI-concern,Unchanged,
LT00315,Nizatidine,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01611,Nomifensine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00738,Norepinephrine bitartrate,0,No match,vNo-DILI-concern,Unchanged,
LT00211,Norethindrone,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02269,Norethindrone acetate,0,No match,vNo-DILI-concern,Unchanged,
LT01614,Norfloxacin,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01615,Nortriptyline hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03720,Nusinersen sodium,0,No match,vNo-DILI-concern,New,
LT00602,Nystatin,0,No match,vNo-DILI-concern,Unchanged,
LT03603,Obeticholic acid,8,Box warning,vMost-DILI-concern,New,
LT01618,Octreotide acetate,2,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03721,Odevixibat,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01421,Ofatumumab,0,No match,vNo-DILI-concern,Unchanged,
LT01620,Ofloxacin,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00259,Olanzapine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03722,Olaparib,0,No match,vLess-DILI-concern,New,
LT03723,Oliceridine,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01102,Olmesartan medoxomil,4,Adverse reactions,vLess-DILI-concern,Revised,
LT00126,Olsalazine sodium,8,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02145,Omacetaxine mepesuccinate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT03896,Omadacycline tosylate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01377,Omalizumab,0,No match,vNo-DILI-concern,Unchanged,
LT00206,Omeprazole,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01619,Ondansetron hydrochloride,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03725,Opicapone,0,No match,vNo-DILI-concern,New,
LT01339,Oprelvekin,0,No match,vNo-DILI-concern,Unchanged,
LT03897,Oritavancin diphosphate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT02216,Orlistat,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02085,Orphenadrine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT02210,Oseltamivir phosphate,3,Adverse reactions,vLess-DILI-concern,Revised,
LT03726,Osilodrostat phosphate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03727,Osimertinib mesylate,4,Adverse reactions,vLess-DILI-concern,New,
LT02880,Ospemifene,0,No match,vNo-DILI-concern,New,
LT01624,Oxacillin sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01181,Oxaliplatin,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00845,Oxandrolone,8,Box warning,vMost-DILI-concern,Unchanged,
LT00429,Oxaprozin,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00847,Oxazepam,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01056,Oxcarbazepine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02084,Oxybutynin chloride,0,No match,vLess-DILI-concern,Revised,
LT00979,Oxycodone hydrochloride,0,No match,vLess-DILI-concern,Revised,
LT00235,Oxymetholone,7,Box warning,vMost-DILI-concern,Unchanged,
LT00808,Oxymorphone hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00690,Oxyphenisatin,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00605,Oxytetracycline,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00827,Oxytocin,0,No match,vNo-DILI-concern,Unchanged,
LT03728,Ozanimod hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00430,Paclitaxel,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03729,Pafolacianine sodium,0,No match,vNo-DILI-concern,New,
LT00702,Pafuraidine,8,Discontinued,vMost-DILI-concern,Unchanged,
LT03594,Palbociclib,3,Adverse reactions,vLess-DILI-concern,New,
LT01392,Palifermin,0,No match,vNo-DILI-concern,Unchanged,
LT01252,Paliperidone,0,No match,vLess-DILI-concern,Revised,
LT01349,Palivizumab,0,No match,vNo-DILI-concern,Unchanged,
LT01130,Palonosetron hydrochloride,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02055,Pamabrom,0,No match,vNo-DILI-concern,Unchanged,
LT01916,Pamidronate disodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00674,Pancrelipase,0,No match,vNo-DILI-concern,Unchanged,
LT00867,Pancuronium bromide,0,No match,vNo-DILI-concern,Unchanged,
LT01408,Panitumumab,0,No match,vNo-DILI-concern,Unchanged,
LT03565,Panobinostat lactate,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00606,Pantoprazole sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01637,Papaverine hydrochloride,5,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01015,Paricalcitol,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02061,Paromomycin sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT00128,Paroxetine hydrochloride,8,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02401,Pasireotide diaspartate,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03730,Patiromer sorbitex calcium,0,No match,vNo-DILI-concern,New,
LT03731,Patisiran sodium,0,No match,vNo-DILI-concern,New,
LT00672,Pazopanib hydrochloride,8,Box warning,vMost-DILI-concern,Unchanged,
LT00941,Pegademase bovine,0,No match,vNo-DILI-concern,Unchanged,
LT01322,Pegaspargase,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03732,Pegcetacoplan,0,No match,vNo-DILI-concern,New,
LT01380,Pegfilgrastim,0,No match,vNo-DILI-concern,Unchanged,
LT01376,Peginterferon alfa-2a,7,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01367,Peginterferon alfa-2b,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01069,Pegvisomant,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01157,Pemetrexed disodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03733,Pemigatinib,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00246,Pemoline,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01644,Penbutolol sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT00488,Penicillamine,2,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01646,Penicillin g benzathine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01648,Penicillin v potassium,0,No match,vNo-DILI-concern,Unchanged,
LT00869,Pentagastrin,0,No match,vNo-DILI-concern,Unchanged,
LT00129,Pentamidine isethionate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01650,Pentazocine lactate,0,No match,vNo-DILI-concern,Unchanged,
LT00879,Pentetate calcium trisodium yb-169,0,No match,vNo-DILI-concern,Unchanged,
LT00130,Pentobarbital sodium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00956,Pentosan polysulfate sodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01651,Pentostatin,3,Box warning,vMost-DILI-concern,Unchanged,
LT01652,Pentoxifylline,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03734,Peramivir,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT02446,Perampanel,0,No match,vNo-DILI-concern,New,
LT01065,Perflutren,0,No match,vNo-DILI-concern,Unchanged,
LT00216,Pergolide mesylate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00131,Perhexiline,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00955,Perindopril erbumine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01655,Perphenazine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03735,Pexidartinib hydrochloride,8,Box warning,vMost-DILI-concern,New,
LT00826,Phendimetrazine tartrate,0,No match,vNo-DILI-concern,Unchanged,
LT01657,Phenelzine sulfate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00030,Phenobarbital sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02082,Phenoxybenzamine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00703,Phenoxypropazine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00805,Phentermine resin complex,0,No match,vLess-DILI-concern,Unchanged,
LT00433,Phentolamine mesylate,0,No match,vNo-DILI-concern,Unchanged,
LT00032,Phenytoin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00133,Physostigmine salicylate,0,No match,vNo-DILI-concern,Unchanged,
LT00780,Phytonadione,0,No match,vNo-DILI-concern,Unchanged,
LT03915,Piflufolastat f-18,0,No match,vNo-DILI-concern,New,
LT01671,Pilocarpine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03736,Pimavanserin tartrate,0,No match,vNo-DILI-concern,New,
LT01672,Pimozide,0,No match,vNo-DILI-concern,Unchanged,
LT01673,Pindolol,0,No match,vNo-DILI-concern,Unchanged,
LT00134,Pioglitazone hydrochloride,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00697,Pipamazine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01675,Piperacillin sodium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03550,Pirfenidone,8,Warnings & precautions,vMost-DILI-concern,New,
LT01679,Piroxicam,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01680,Pirprofen,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00668,Pitavastatin calcium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03737,Pitolisant hydrochloride,0,No match,vNo-DILI-concern,New,
LT03738,Plazomicin sulfate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03739,Plecanatide,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT02340,Plerixafor,0,No match,vNo-DILI-concern,Unchanged,
LT00486,Polidocanol,0,No match,vNo-DILI-concern,New,
LT00995,Polyethylene glycol 3350,0,No match,vNo-DILI-concern,Unchanged,
LT01291,Polymyxin b sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT01688,Polythiazide,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02883,Pomalidomide,8,Warnings & precautions,vMost-DILI-concern,New,
LT02434,Ponatinib hydrochloride,8,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03740,Ponesimod,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00972,Porfimer sodium,0,No match,vNo-DILI-concern,Unchanged,
LT01254,Posaconazole,8,Warnings & precautions,vMost-DILI-concern,Revised,
LT00673,Pralatrexate,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00610,Pralidoxime chloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00698,Pralnacasan,8,Discontinued,vMost-DILI-concern,Unchanged,
LT03741,Pralsetinib,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00991,Pramipexole dihydrochloride,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00492,Pramlintide acetate,0,No match,vNo-DILI-concern,Unchanged,
LT00665,Prasugrel hydrochloride,0,No match,vLess-DILI-concern,Unchanged,
LT00186,Pravastatin sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00225,Praziquantel,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00435,Prazosin hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00612,Prednisolone,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00180,Prednisone,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01154,Pregabalin,0,No match,vLess-DILI-concern,Unchanged,
LT03742,Pretomanid,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT00613,Primaquine phosphate,0,No match,vNo-DILI-concern,Unchanged,
LT00261,Primidone,0,No match,vNo-DILI-concern,Unchanged,
LT01698,Probenecid,6,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01699,Procainamide hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00614,Procarbazine hydrochloride,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00437,Prochlorperazine maleate,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02219,Procyclidine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00192,Progesterone,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00205,Promethazine hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01705,Propafenone hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00753,Propantheline bromide,0,No match,vNo-DILI-concern,Unchanged,
LT01708,Propofol,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00083,Propoxyphene hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01706,Propranolol hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00136,Propylthiouracil,8,Box warning,vMost-DILI-concern,Unchanged,
LT00728,Protamine sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT00349,Protirelin,0,No match,vNo-DILI-concern,Unchanged,
LT00848,Protriptyline hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03197,Prucalopride succinate,0,No match,vNo-DILI-concern,New,
LT00137,Pseudoephedrine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01713,Pyrantel pamoate,0,No match,vNo-DILI-concern,Unchanged,
LT00166,Pyrazinamide,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02081,Pyridostigmine bromide,0,No match,vLess-DILI-concern,Revised,
LT01980,Pyridoxine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01716,Pyrimethamine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01721,Quazepam,0,No match,vNo-DILI-concern,Unchanged,
LT00267,Quetiapine fumarate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01723,Quinapril hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01725,Quinidine gluconate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01923,Quinine sulfate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00264,Rabeprazole sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03913,Radium ra-223 dichloride,0,No match,vNo-DILI-concern,New,
LT00183,Raloxifene hydrochloride,0,No match,vLess-DILI-concern,Revised,
LT00642,Raltegravir potassium,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01217,Ramelteon,0,No match,vNo-DILI-concern,Unchanged,
LT01726,Ramipril,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00138,Ranitidine hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01192,Ranolazine,0,No match,vNo-DILI-concern,Unchanged,
LT01204,Rasagiline mesylate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01363,Rasburicase,0,No match,vNo-DILI-concern,Unchanged,
LT00646,Regadenoson,0,No match,vNo-DILI-concern,Unchanged,
LT02433,Regorafenib,8,Box warning,vMost-DILI-concern,New,
LT03743,Relugolix,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03819,Remdesivir,3,Warnings & precautions,vLess-DILI-concern,New,
LT00987,Remifentanil hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03744,Remimazolam besylate,0,No match,vNo-DILI-concern,New,
